ACRES,SQMILES,SE_PERCENT,FIPS,COUNTY,CODE,MEANING
62964.93182,94,29.54763851,1049,AL,0011,"Cultural (business, residential, other intense human activity)"
16767.6945,25,49.10659596,1049,AL,0012,"Rights-of-way (improved road, railway, power line)"
3321.258044,5,99.62576666,1049,AL,0017,Wetland
184402.1710331442,277,16.32220897,1049,AL,0020,Forest
17324.85726,26,58.62405562,1051,AL,0002,Cropland
30918.41591,46,42.00744351,1051,AL,0003,Pasture (improved through cultural practices)
5774.95242,9,102.011028,1051,AL,0004,Idle farmland
3280.852003,5,99.29594186,1051,AL,0007,Maintained wildlife opening
5774.95242,9,102.011028,1051,AL,0010,Developed
43987.36513,66,34.87468283,1051,AL,0011,"Cultural (business, residential, other intense human activity)"
23595.14571,35,46.82601776,1051,AL,0012,"Rights-of-way (improved road, railway, power line)"
237653.5019651726,356,15.11669343,1051,AL,0020,Forest
36244.19322,54,39.76499878,1051,AL,0023,Census water
48911.03182,73,34.13726574,1053,AL,0002,Cropland
25203.23092,38,47.57175315,1053,AL,0003,Pasture (improved through cultural practices)
4334.935768,7,101.8211411,1053,AL,0004,Idle farmland
1522.514836,2,98.99927562,1053,AL,0010,Developed
39674.53833,60,36.84853946,1053,AL,0011,"Cultural (business, residential, other intense human activity)"
27236.48841,41,35.07938491,1053,AL,0012,"Rights-of-way (improved road, railway, power line)"
476044.7229856335,714,10.19307123,1053,AL,0020,Forest
1361.404354,2,101.1287676,1053,AL,0022,Noncensus water
6058.826895,9,97.24075045,1053,AL,0023,Census water
5914.433821,9,99.96588017,1055,AL,0001,Agricultural land
28277.28736,42,43.66874905,1055,AL,0002,Cropland
30913.01242,46,40.96997035,1055,AL,0003,Pasture (improved through cultural practices)
64853.03626,97,29.10727507,1055,AL,0011,"Cultural (business, residential, other intense human activity)"
9031.907241,14,59.89358595,1055,AL,0012,"Rights-of-way (improved road, railway, power line)"
5795.72333,9,98.57134628,1055,AL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
185369.2430747819,278,16.87243968,1055,AL,0020,Forest
5757.094845,9,102.4304777,1055,AL,0022,Noncensus water
11514.18969,17,72.18417708,1055,AL,0023,Census water
8237.953943,12,74.4676473,1057,AL,0002,Cropland
36756.45665,55,39.53360087,1057,AL,0003,Pasture (improved through cultural practices)
1402.879397,2,97.58661462,1057,AL,0004,Idle farmland
12236.91223,18,63.02104083,1057,AL,0011,"Cultural (business, residential, other intense human activity)"
14968.47899,22,53.72923302,1057,AL,0012,"Rights-of-way (improved road, railway, power line)"
342202.5902064838,513,12.51590969,1057,AL,0020,Forest
34494.59655,52,40.86519639,1059,AL,0002,Cropland
32376.847,49,41.37415225,1059,AL,0003,Pasture (improved through cultural practices)
13569.92354,20,63.50771192,1059,AL,0010,Developed
21601.75711,32,48.06248262,1059,AL,0011,"Cultural (business, residential, other intense human activity)"
11461.34334,17,42.29962008,1059,AL,0012,"Rights-of-way (improved road, railway, power line)"
293889.2136070162,441,12.95434372,1059,AL,0020,Forest
6160.470521,9,82.95405802,1059,AL,0022,Noncensus water
3061.342879,5,99.62576666,1059,AL,0023,Census water
78203.90328,117,25.90538287,1061,AL,0002,Cropland
24704.33625,37,46.05529107,1061,AL,0003,Pasture (improved through cultural practices)
3679.077024,6,99.62592958,1061,AL,0004,Idle farmland
30633.937,46,40.73440396,1061,AL,0011,"Cultural (business, residential, other intense human activity)"
11549.90484,17,71.96629336,1061,AL,0012,"Rights-of-way (improved road, railway, power line)"
7970.091534,12,78.90526773,1061,AL,0017,Wetland
197129.0348359966,296,16.38550421,1061,AL,0020,Forest
3023.597393,5,99.62592958,1061,AL,0022,Noncensus water
12964.77196,19,60.98913665,1063,AL,0001,Agricultural land
21650.44026,32,52.1247707,1063,AL,0003,Pasture (improved through cultural practices)
4203.071121,6,104.4643757,1063,AL,0004,Idle farmland
9959.174235,15,73.16679496,1063,AL,0007,Maintained wildlife opening
9719.458436,15,71.98879464,1063,AL,0011,"Cultural (business, residential, other intense human activity)"
9581.307999,14,41.63213725,1063,AL,0012,"Rights-of-way (improved road, railway, power line)"
347068.8069171176,521,12.35961799,1063,AL,0020,Forest
5604.094828,8,104.4643757,1063,AL,0023,Census water
15841.22159,24,59.80288356,1065,AL,0001,Agricultural land
16429.31496,25,60.83950765,1065,AL,0002,Cropland
77685.21249,117,26.52072621,1065,AL,0003,Pasture (improved through cultural practices)
814.6683454,1,98.9211455,1065,AL,0011,"Cultural (business, residential, other intense human activity)"
20245.43373,30,40.97200661,1065,AL,0012,"Rights-of-way (improved road, railway, power line)"
287518.0611605337,431,13.56639107,1065,AL,0020,Forest
444.6551147,1,98.9211455,1065,AL,0022,Noncensus water
1551.548267,2,98.9211455,1065,AL,0023,Census water
5774.95242,9,102.011028,1067,AL,0001,Agricultural land
69780.90661,105,28.4696813,1067,AL,0002,Cropland
18786.3735,28,49.70067021,1067,AL,0003,Pasture (improved through cultural practices)
5774.95242,9,102.011028,1067,AL,0004,Idle farmland
266.9452062,0,101.2954242,1067,AL,0007,Maintained wildlife opening
10023.1835,15,72.22149881,1067,AL,0011,"Cultural (business, residential, other intense human activity)"
8431.764221,13,73.1187488,1067,AL,0012,"Rights-of-way (improved road, railway, power line)"
267090.6868141572,401,14.39683454,1067,AL,0020,Forest
7509.780018,11,82.61314581,1067,AL,0023,Census water
6047.194786,9,99.62592958,1069,AL,0001,Agricultural land
89010.26447,134,25.04901822,1069,AL,0002,Cropland
37881.32608,57,37.8904223,1069,AL,0003,Pasture (improved through cultural practices)
4535.396089,7,99.62592958,1069,AL,0004,Idle farmland
42973.99255,64,34.35818869,1069,AL,0011,"Cultural (business, residential, other intense human activity)"
5367.886226,8,68.23774212,1069,AL,0012,"Rights-of-way (improved road, railway, power line)"
173641.9424937418,260,17.35039549,1069,AL,0020,Forest
6047.194786,9,99.62592958,1069,AL,0022,Noncensus water
9107.249655,14,70.24209001,1069,AL,0023,Census water
4325.576405,6,102.1183109,1071,AL,0001,Agricultural land
92270.24439,138,23.94233684,1071,AL,0002,Cropland
59563.59063,89,30.77613889,1071,AL,0003,Pasture (improved through cultural practices)
32339.08028,49,41.58118633,1071,AL,0011,"Cultural (business, residential, other intense human activity)"
44595.81707,67,33.00677053,1071,AL,0012,"Rights-of-way (improved road, railway, power line)"
450391.4918651741,676,10.17338601,1071,AL,0020,Forest
6027.668505,9,99.74623507,1071,AL,0022,Noncensus water
35645.54444,53,40.81484989,1071,AL,0023,Census water
1505.936688,2,99.96588017,1073,AL,0002,Cropland
17867.13335,27,57.90195017,1073,AL,0003,Pasture (improved through cultural practices)
7828.668989,12,71.17465112,1073,AL,0007,Maintained wildlife opening
35263.38524,53,40.97887455,1073,AL,0010,Developed
212358.2704131234,319,15.79477917,1073,AL,0011,"Cultural (business, residential, other intense human activity)"
43036.56169,65,29.06127412,1073,AL,0012,"Rights-of-way (improved road, railway, power line)"
1346.054402,2,99.96588017,1073,AL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
381341.6453230268,572,11.39433896,1073,AL,0020,Forest
1505.936688,2,99.96588017,1073,AL,0022,Noncensus water
5757.094845,9,102.4304777,1073,AL,0023,Census water
5412.610065,8,106.628164,1075,AL,0002,Cropland
9807.165949,15,74.28503799,1075,AL,0003,Pasture (improved through cultural practices)
4654.6448,7,98.9211455,1075,AL,0004,Idle farmland
3345.191222,5,97.58661462,1075,AL,0007,Maintained wildlife opening
4283.452393,6,98.9211455,1075,AL,0010,Developed
22514.4482,34,47.24368627,1075,AL,0011,"Cultural (business, residential, other intense human activity)"
15179.9159,23,48.6166469,1075,AL,0012,"Rights-of-way (improved road, railway, power line)"
338741.4336702911,508,12.43218079,1075,AL,0020,Forest
702.2928075,1,98.9211455,1075,AL,0022,Noncensus water
4543.759591,7,99.62576666,1077,AL,0001,Agricultural land
104331.7885332918,156,22.96480489,1077,AL,0002,Cropland
56528.16733,85,31.25087863,1077,AL,0003,Pasture (improved through cultural practices)
61626.53564,92,28.66447861,1077,AL,0011,"Cultural (business, residential, other intense human activity)"
11711.43314,18,58.37678647,1077,AL,0012,"Rights-of-way (improved road, railway, power line)"
6027.668505,9,99.74623507,1077,AL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
185245.5569891903,278,16.30963125,1077,AL,0020,Forest
1376.995432,2,99.62576666,1077,AL,0022,Noncensus water
23850.44072,36,50.00128422,1077,AL,0023,Census water
105377.9165,158,23.00412735,1079,AL,0002,Cropland
40491.58744,61,37.60259555,1079,AL,0003,Pasture (improved through cultural practices)
36028.4882,54,40.73469796,1079,AL,0011,"Cultural (business, residential, other intense human activity)"
8097.225794,12,77.0779757,1079,AL,0012,"Rights-of-way (improved road, railway, power line)"
5767.435207,9,102.1183109,1079,AL,0017,Wetland
225177.7112728369,338,15.10915722,1079,AL,0020,Forest
4786.075261,7,66.25424942,1079,AL,0022,Noncensus water
431.9306707,1,101.2954242,1081,AL,0002,Cropland
26907.86094,40,44.97612516,1081,AL,0003,Pasture (improved through cultural practices)
4535.396089,7,99.62592958,1081,AL,0004,Idle farmland
6047.194786,9,99.62592958,1081,AL,0007,Maintained wildlife opening
11009.11914,17,70.45176281,1081,AL,0010,Developed
77697.99367,117,26.57821152,1081,AL,0011,"Cultural (business, residential, other intense human activity)"
23315.47756,35,44.72985176,1081,AL,0012,"Rights-of-way (improved road, railway, power line)"
6047.194786,9,99.62592958,1081,AL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
245030.7795619283,368,14.84892222,1081,AL,0020,Forest
129157.4572284806,194,20.62491958,1083,AL,0002,Cropland
34154.66657,51,41.12886345,1083,AL,0003,Pasture (improved through cultural practices)
16056.93905,24,54.20007341,1083,AL,0004,Idle farmland
54341.0494,82,32.97150786,1083,AL,0011,"Cultural (business, residential, other intense human activity)"
19792.37379,30,52.46460431,1083,AL,0012,"Rights-of-way (improved road, railway, power line)"
98636.46515,148,22.96047989,1083,AL,0020,Forest
463.7767673,1,102.1183109,1083,AL,0022,Noncensus water
24110.67402,36,49.55645962,1083,AL,0023,Census water
1462.585232,2,101.2954242,1085,AL,0001,Agricultural land
11549.90484,17,71.96629336,1085,AL,0002,Cropland
116906.0212869117,175,21.90320588,1085,AL,0003,Pasture (improved through cultural practices)
12910.33227,19,65.80134181,1085,AL,0011,"Cultural (business, residential, other intense human activity)"
17097.7269,26,48.68495932,1085,AL,0012,"Rights-of-way (improved road, railway, power line)"
4387.755696,7,101.2954242,1085,AL,0017,Wetland
315752.1892233985,474,13.17624196,1085,AL,0020,Forest
1264.812723,2,99.29594186,1087,AL,0001,Agricultural land
29963.73156,45,44.56884782,1087,AL,0003,Pasture (improved through cultural practices)
7509.780018,11,82.61314581,1087,AL,0004,Idle farmland
1328.705656,2,99.29594186,1087,AL,0007,Maintained wildlife opening
18242.29111,27,52.45959303,1087,AL,0011,"Cultural (business, residential, other intense human activity)"
15947.52919,24,52.50971849,1087,AL,0012,"Rights-of-way (improved road, railway, power line)"
324280.1376999205,486,13.03703207,1087,AL,0020,Forest
1222.108059,2,99.29594186,1087,AL,0022,Noncensus water
6810.200841,10,89.02389425,1089,AL,0001,Agricultural land
151555.8444875335,227,18.68122524,1089,AL,0002,Cropland
13828.10898,21,61.94593609,1089,AL,0003,Pasture (improved through cultural practices)
6027.668505,9,99.74623507,1089,AL,0010,Developed
92352.53191,139,24.25097304,1089,AL,0011,"Cultural (business, residential, other intense human activity)"
43653.52949,65,35.35907697,1089,AL,0012,"Rights-of-way (improved road, railway, power line)"
207901.7112728563,312,15.56012018,1089,AL,0020,Forest
7922.801317,12,76.74821273,1089,AL,0022,Noncensus water
11795.10371,18,71.35518707,1089,AL,0023,Census water
5423.729495,8,105.7288782,1091,AL,0001,Agricultural land
22761.04283,34,49.15207492,1091,AL,0002,Cropland
82726.3584,124,24.45994162,1091,AL,0003,Pasture (improved through cultural practices)
4453.039681,7,101.2784202,1091,AL,0004,Idle farmland
5231.901088,8,59.52813186,1091,AL,0007,Maintained wildlife opening
12123.19733,18,67.29688226,1091,AL,0011,"Cultural (business, residential, other intense human activity)"
20357.91086,31,38.64272403,1091,AL,0012,"Rights-of-way (improved road, railway, power line)"
479757.7466847196,720,10.25564813,1091,AL,0020,Forest
1960.882133,3,83.59588731,1091,AL,0022,Noncensus water
7422.738063,11,83.48944865,1091,AL,0023,Census water
11415.33818,17,65.28385591,1093,AL,0002,Cropland
22704.24275,34,50.98093519,1093,AL,0003,Pasture (improved through cultural practices)
3216.344462,5,97.58661462,1093,AL,0004,Idle farmland
5412.610065,8,106.628164,1093,AL,0010,Developed
42296.05149,63,36.3647168,1093,AL,0011,"Cultural (business, residential, other intense human activity)"
22070.16829,33,44.4494723,1093,AL,0012,"Rights-of-way (improved road, railway, power line)"
365050.9005,548,12.0333905,1093,AL,0020,Forest
2053.945802,3,94.77012803,1093,AL,0022,Noncensus water
40720.91488,61,37.48027635,1095,AL,0002,Cropland
65076.82184,98,29.62397507,1095,AL,0003,Pasture (improved through cultural practices)
17302.30562,26,58.5528196,1095,AL,0004,Idle farmland
5767.435207,9,102.1183109,1095,AL,0007,Maintained wildlife opening
6058.346122,9,99.62576666,1095,AL,0010,Developed
63866.84744,96,28.54476398,1095,AL,0011,"Cultural (business, residential, other intense human activity)"
7377.714565,11,59.85509278,1095,AL,0012,"Rights-of-way (improved road, railway, power line)"
157983.0779600305,237,18.07119917,1095,AL,0020,Forest
23590.20742,35,50.31660894,1095,AL,0023,Census water
7519.694127,11,82.12651545,1097,AL,0001,Agricultural land
5871.589489,9,101.1287676,1097,AL,0002,Cropland
33914.32616,51,41.02887234,1097,AL,0003,Pasture (improved through cultural practices)
5779.914358,9,101.8211411,1097,AL,0004,Idle farmland
16047.53005,24,58.87369037,1097,AL,0010,Developed
140926.3954730318,211,19.21555058,1097,AL,0011,"Cultural (business, residential, other intense human activity)"
60432.013,91,28.17976127,1097,AL,0012,"Rights-of-way (improved road, railway, power line)"
7247.81173,11,83.74262253,1097,AL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
